# Monster spawn data generated from DumpStaticGridOccupancyLog()
#
# Mega grid layout in world space (+Z upward):
# 7 8 9
# 4 5 6
# 1 2 3
#
# ID rule: mega_id = mega_z * 3 + mega_x + 1
# Internal mega coords are 0-based.
#
CONFIG|grid_min=(-600,-200)|grid_max_exclusive=(600,1000)|grid_size=(1200,1200)|mega_grid_size=(400,400)|center_spawn_size=(200,200)|allow_shared_non_boss_cells=0|non_boss_ignore_occupancy_mega_ids=[5]|rng_seed=20260416
SPAWN|index=658|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-357,0,711)|yaw_deg=314.034|rot=(0.000000,0.390462,0.000000,-0.920619)|rule=zero_cell_in_center_200x200
SPAWN|index=659|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-302,0,854)|yaw_deg=272.959|rot=(0.000000,0.688613,0.000000,-0.725129)|rule=zero_cell_in_center_200x200
SPAWN|index=660|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-351,0,893)|yaw_deg=23.311|rot=(0.000000,0.202023,0.000000,0.979381)|rule=zero_cell_in_center_200x200
SPAWN|index=661|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-333,0,897)|yaw_deg=110.775|rot=(0.000000,0.823015,0.000000,0.568020)|rule=zero_cell_in_center_200x200
SPAWN|index=662|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-468,0,839)|yaw_deg=43.658|rot=(0.000000,0.371837,0.000000,0.928298)|rule=zero_cell_in_center_200x200
SPAWN|index=663|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-440,0,884)|yaw_deg=257.984|rot=(0.000000,0.777236,0.000000,-0.629209)|rule=zero_cell_in_center_200x200
SPAWN|index=664|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-302,0,727)|yaw_deg=280.025|rot=(0.000000,0.642617,0.000000,-0.766187)|rule=zero_cell_in_center_200x200
SPAWN|index=665|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-325,0,727)|yaw_deg=342.188|rot=(0.000000,0.154813,0.000000,-0.987944)|rule=zero_cell_in_center_200x200
SPAWN|index=666|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-456,0,894)|yaw_deg=249.392|rot=(0.000000,0.822185,0.000000,-0.569220)|rule=zero_cell_in_center_200x200
SPAWN|index=667|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-304,0,798)|yaw_deg=144.169|rot=(0.000000,0.951512,0.000000,0.307611)|rule=zero_cell_in_center_200x200
SPAWN|index=668|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-331,0,791)|yaw_deg=293.882|rot=(0.000000,0.545501,0.000000,-0.838110)|rule=zero_cell_in_center_200x200
SPAWN|index=669|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-320,0,800)|yaw_deg=326.246|rot=(0.000000,0.290320,0.000000,-0.956930)|rule=zero_cell_in_center_200x200
SPAWN|index=670|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-414,0,882)|yaw_deg=4.142|rot=(0.000000,0.036137,0.000000,0.999347)|rule=zero_cell_in_center_200x200
SPAWN|index=671|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-498,0,864)|yaw_deg=188.680|rot=(0.000000,0.997133,0.000000,-0.075672)|rule=zero_cell_in_center_200x200
SPAWN|index=672|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-332,0,790)|yaw_deg=194.553|rot=(0.000000,0.991946,0.000000,-0.126661)|rule=zero_cell_in_center_200x200
SPAWN|index=673|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-417,0,792)|yaw_deg=255.272|rot=(0.000000,0.791908,0.000000,-0.610641)|rule=zero_cell_in_center_200x200
SPAWN|index=674|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-443,0,705)|yaw_deg=131.312|rot=(0.000000,0.911088,0.000000,0.412211)|rule=zero_cell_in_center_200x200
SPAWN|index=675|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-499,0,896)|yaw_deg=14.451|rot=(0.000000,0.125776,0.000000,0.992059)|rule=zero_cell_in_center_200x200
SPAWN|index=676|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-390,0,803)|yaw_deg=81.564|rot=(0.000000,0.653183,0.000000,0.757200)|rule=zero_cell_in_center_200x200
SPAWN|index=677|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-342,0,739)|yaw_deg=50.192|rot=(0.000000,0.424133,0.000000,0.905600)|rule=zero_cell_in_center_200x200
SPAWN|index=678|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-348,0,892)|yaw_deg=23.415|rot=(0.000000,0.202915,0.000000,0.979196)|rule=zero_cell_in_center_200x200
SPAWN|index=679|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-394,0,725)|yaw_deg=114.042|rot=(0.000000,0.838868,0.000000,0.544335)|rule=zero_cell_in_center_200x200
SPAWN|index=680|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-359,0,857)|yaw_deg=35.581|rot=(0.000000,0.305536,0.000000,0.952180)|rule=zero_cell_in_center_200x200
SPAWN|index=681|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-329,0,898)|yaw_deg=211.448|rot=(0.000000,0.962579,0.000000,-0.271000)|rule=zero_cell_in_center_200x200
SPAWN|index=682|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-329,0,757)|yaw_deg=100.084|rot=(0.000000,0.766514,0.000000,0.642227)|rule=zero_cell_in_center_200x200
SPAWN|index=683|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-429,0,723)|yaw_deg=332.608|rot=(0.000000,0.236771,0.000000,-0.971566)|rule=zero_cell_in_center_200x200
SPAWN|index=684|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-364,0,788)|yaw_deg=184.705|rot=(0.000000,0.999157,0.000000,-0.041044)|rule=zero_cell_in_center_200x200
SPAWN|index=685|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-327,0,835)|yaw_deg=94.798|rot=(0.000000,0.736087,0.000000,0.676887)|rule=zero_cell_in_center_200x200
SPAWN|index=686|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-414,0,754)|yaw_deg=220.874|rot=(0.000000,0.937056,0.000000,-0.349180)|rule=zero_cell_in_center_200x200
SPAWN|index=687|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-359,0,734)|yaw_deg=6.972|rot=(0.000000,0.060803,0.000000,0.998150)|rule=zero_cell_in_center_200x200
SPAWN|index=688|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-340,0,843)|yaw_deg=94.590|rot=(0.000000,0.734857,0.000000,0.678222)|rule=zero_cell_in_center_200x200
SPAWN|index=689|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-403,0,715)|yaw_deg=185.338|rot=(0.000000,0.998915,0.000000,-0.046566)|rule=zero_cell_in_center_200x200
SPAWN|index=690|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-478,0,851)|yaw_deg=301.029|rot=(0.000000,0.492200,0.000000,-0.870482)|rule=zero_cell_in_center_200x200
SPAWN|index=691|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-445,0,701)|yaw_deg=338.695|rot=(0.000000,0.184848,0.000000,-0.982767)|rule=zero_cell_in_center_200x200
SPAWN|index=692|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-498,0,744)|yaw_deg=248.340|rot=(0.000000,0.827377,0.000000,-0.561647)|rule=zero_cell_in_center_200x200
SPAWN|index=693|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-310,0,701)|yaw_deg=229.718|rot=(0.000000,0.907346,0.000000,-0.420385)|rule=zero_cell_in_center_200x200
SPAWN|index=694|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-495,0,822)|yaw_deg=264.081|rot=(0.000000,0.742674,0.000000,-0.669654)|rule=zero_cell_in_center_200x200
SPAWN|index=695|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-494,0,774)|yaw_deg=178.701|rot=(0.000000,0.999936,0.000000,0.011334)|rule=zero_cell_in_center_200x200
SPAWN|index=696|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-489,0,856)|yaw_deg=75.162|rot=(0.000000,0.609879,0.000000,0.792495)|rule=zero_cell_in_center_200x200
SPAWN|index=697|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-336,0,702)|yaw_deg=55.759|rot=(0.000000,0.467612,0.000000,0.883934)|rule=zero_cell_in_center_200x200
SPAWN|index=698|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-434,0,830)|yaw_deg=15.195|rot=(0.000000,0.132214,0.000000,0.991221)|rule=zero_cell_in_center_200x200
SPAWN|index=699|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-415,0,801)|yaw_deg=51.980|rot=(0.000000,0.438217,0.000000,0.898869)|rule=zero_cell_in_center_200x200
SPAWN|index=700|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-470,0,889)|yaw_deg=347.457|rot=(0.000000,0.109239,0.000000,-0.994015)|rule=zero_cell_in_center_200x200
SPAWN|index=701|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-396,0,742)|yaw_deg=75.165|rot=(0.000000,0.609902,0.000000,0.792477)|rule=zero_cell_in_center_200x200
SPAWN|index=702|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-389,0,866)|yaw_deg=326.392|rot=(0.000000,0.289099,0.000000,-0.957299)|rule=zero_cell_in_center_200x200
SPAWN|index=703|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-399,0,713)|yaw_deg=82.865|rot=(0.000000,0.661735,0.000000,0.749738)|rule=zero_cell_in_center_200x200
SPAWN|index=704|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-302,0,802)|yaw_deg=300.937|rot=(0.000000,0.492906,0.000000,-0.870083)|rule=zero_cell_in_center_200x200
SPAWN|index=705|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-324,0,842)|yaw_deg=236.447|rot=(0.000000,0.881110,0.000000,-0.472912)|rule=zero_cell_in_center_200x200
SPAWN|index=706|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-383,0,864)|yaw_deg=165.360|rot=(0.000000,0.991850,0.000000,0.127408)|rule=zero_cell_in_center_200x200
SPAWN|index=707|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-317,0,797)|yaw_deg=266.648|rot=(0.000000,0.727484,0.000000,-0.686125)|rule=zero_cell_in_center_200x200
SPAWN|index=708|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-421,0,893)|yaw_deg=235.664|rot=(0.000000,0.884318,0.000000,-0.466884)|rule=zero_cell_in_center_200x200
SPAWN|index=709|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-441,0,862)|yaw_deg=44.644|rot=(0.000000,0.379813,0.000000,0.925063)|rule=zero_cell_in_center_200x200
SPAWN|index=710|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-385,0,896)|yaw_deg=268.067|rot=(0.000000,0.718933,0.000000,-0.695079)|rule=zero_cell_in_center_200x200
SPAWN|index=711|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-314,0,831)|yaw_deg=313.278|rot=(0.000000,0.396524,0.000000,-0.918024)|rule=zero_cell_in_center_200x200
SPAWN|index=712|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-398,0,823)|yaw_deg=234.699|rot=(0.000000,0.888222,0.000000,-0.459414)|rule=zero_cell_in_center_200x200
SPAWN|index=713|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-438,0,894)|yaw_deg=174.218|rot=(0.000000,0.998727,0.000000,0.050435)|rule=zero_cell_in_center_200x200
SPAWN|index=714|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-468,0,728)|yaw_deg=353.954|rot=(0.000000,0.052733,0.000000,-0.998609)|rule=zero_cell_in_center_200x200
SPAWN|index=715|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-380,0,841)|yaw_deg=319.129|rot=(0.000000,0.349149,0.000000,-0.937067)|rule=zero_cell_in_center_200x200
SPAWN|index=716|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-377,0,740)|yaw_deg=186.311|rot=(0.000000,0.998484,0.000000,-0.055042)|rule=zero_cell_in_center_200x200
SPAWN|index=717|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-447,0,834)|yaw_deg=180.071|rot=(0.000000,1.000000,0.000000,-0.000619)|rule=zero_cell_in_center_200x200
SPAWN|index=718|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-470,0,825)|yaw_deg=236.557|rot=(0.000000,0.880655,0.000000,-0.473759)|rule=zero_cell_in_center_200x200
SPAWN|index=719|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-316,0,756)|yaw_deg=147.519|rot=(0.000000,0.960095,0.000000,0.279673)|rule=zero_cell_in_center_200x200
SPAWN|index=720|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-432,0,867)|yaw_deg=229.610|rot=(0.000000,0.907739,0.000000,-0.419535)|rule=zero_cell_in_center_200x200
SPAWN|index=721|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-411,0,803)|yaw_deg=21.514|rot=(0.000000,0.186643,0.000000,0.982428)|rule=zero_cell_in_center_200x200
SPAWN|index=722|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-488,0,857)|yaw_deg=196.065|rot=(0.000000,0.990189,0.000000,-0.139736)|rule=zero_cell_in_center_200x200
SPAWN|index=723|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-322,0,833)|yaw_deg=141.039|rot=(0.000000,0.942756,0.000000,0.333484)|rule=zero_cell_in_center_200x200
SPAWN|index=724|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-462,0,839)|yaw_deg=336.733|rot=(0.000000,0.201654,0.000000,-0.979457)|rule=zero_cell_in_center_200x200
SPAWN|index=725|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-304,0,736)|yaw_deg=106.909|rot=(0.000000,0.803383,0.000000,0.595463)|rule=zero_cell_in_center_200x200
SPAWN|index=726|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-470,0,733)|yaw_deg=203.306|rot=(0.000000,0.979389,0.000000,-0.201981)|rule=zero_cell_in_center_200x200
SPAWN|index=727|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-439,0,886)|yaw_deg=332.377|rot=(0.000000,0.238730,0.000000,-0.971086)|rule=zero_cell_in_center_200x200
SPAWN|index=728|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-479,0,701)|yaw_deg=206.732|rot=(0.000000,0.972912,0.000000,-0.231174)|rule=zero_cell_in_center_200x200
SPAWN|index=729|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-363,0,833)|yaw_deg=72.961|rot=(0.000000,0.594546,0.000000,0.804062)|rule=zero_cell_in_center_200x200
SPAWN|index=730|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-418,0,710)|yaw_deg=139.106|rot=(0.000000,0.936996,0.000000,0.349341)|rule=zero_cell_in_center_200x200
SPAWN|index=731|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-396,0,726)|yaw_deg=308.796|rot=(0.000000,0.432118,0.000000,-0.901817)|rule=zero_cell_in_center_200x200
SPAWN|index=732|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-400,0,713)|yaw_deg=133.340|rot=(0.000000,0.918238,0.000000,0.396030)|rule=zero_cell_in_center_200x200
SPAWN|index=733|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-399,0,702)|yaw_deg=81.111|rot=(0.000000,0.650185,0.000000,0.759776)|rule=zero_cell_in_center_200x200
SPAWN|index=734|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-357,0,877)|yaw_deg=176.621|rot=(0.000000,0.999565,0.000000,0.029484)|rule=zero_cell_in_center_200x200
SPAWN|index=735|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-380,0,703)|yaw_deg=47.605|rot=(0.000000,0.403589,0.000000,0.914940)|rule=zero_cell_in_center_200x200
SPAWN|index=736|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-364,0,808)|yaw_deg=320.021|rot=(0.000000,0.341851,0.000000,-0.939754)|rule=zero_cell_in_center_200x200
SPAWN|index=737|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-493,0,815)|yaw_deg=337.927|rot=(0.000000,0.191431,0.000000,-0.981506)|rule=zero_cell_in_center_200x200
SPAWN|index=738|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-368,0,896)|yaw_deg=118.429|rot=(0.000000,0.859088,0.000000,0.511827)|rule=zero_cell_in_center_200x200
SPAWN|index=739|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-431,0,847)|yaw_deg=71.980|rot=(0.000000,0.587642,0.000000,0.809121)|rule=zero_cell_in_center_200x200
SPAWN|index=740|type="Ghoul"|mega_id=7|mega=(0,2)|pos=(-333,0,743)|yaw_deg=68.729|rot=(0.000000,0.564458,0.000000,0.825462)|rule=zero_cell_in_center_200x200
SPAWN|index=741|type="BowMan"|mega_id=7|mega=(0,2)|pos=(-325,0,843)|yaw_deg=13.911|rot=(0.000000,0.121097,0.000000,0.992641)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=742|type="BowMan"|mega_id=7|mega=(0,2)|pos=(-454,0,833)|yaw_deg=239.160|rot=(0.000000,0.869668,0.000000,-0.493636)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=743|type="BowMan"|mega_id=7|mega=(0,2)|pos=(-385,0,756)|yaw_deg=90.000|rot=(0.000000,0.707107,0.000000,0.707107)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=744|type="BowMan"|mega_id=7|mega=(0,2)|pos=(-383,0,847)|yaw_deg=292.432|rot=(0.000000,0.556064,0.000000,-0.831140)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=745|type="BowMan"|mega_id=7|mega=(0,2)|pos=(-465,0,885)|yaw_deg=201.566|rot=(0.000000,0.982343,0.000000,-0.187089)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=746|type="SwordMan"|mega_id=7|mega=(0,2)|pos=(-396,0,866)|yaw_deg=77.396|rot=(0.000000,0.625217,0.000000,0.780451)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=747|type="SwordMan"|mega_id=7|mega=(0,2)|pos=(-372,0,702)|yaw_deg=88.868|rot=(0.000000,0.700090,0.000000,0.714055)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=748|type="SwordMan"|mega_id=7|mega=(0,2)|pos=(-470,0,743)|yaw_deg=199.920|rot=(0.000000,0.984929,0.000000,-0.172959)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=749|type="SwordMan"|mega_id=7|mega=(0,2)|pos=(-377,0,735)|yaw_deg=339.713|rot=(0.000000,0.176111,0.000000,-0.984370)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=750|type="SwordMan"|mega_id=7|mega=(0,2)|pos=(-331,0,756)|yaw_deg=117.161|rot=(0.000000,0.853375,0.000000,0.521297)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=751|type="Mutant"|mega_id=7|mega=(0,2)|pos=(-468,0,880)|yaw_deg=101.332|rot=(0.000000,0.773462,0.000000,0.633842)|rule=zero_cell_in_center_200x200
SPAWN|index=752|type="Mutant"|mega_id=7|mega=(0,2)|pos=(-494,0,794)|yaw_deg=302.528|rot=(0.000000,0.480773,0.000000,-0.876845)|rule=zero_cell_in_center_200x200
SPAWN|index=753|type="Mutant"|mega_id=7|mega=(0,2)|pos=(-379,0,701)|yaw_deg=259.746|rot=(0.000000,0.767468,0.000000,-0.641087)|rule=zero_cell_in_center_200x200
SPAWN|index=754|type="Mutant"|mega_id=7|mega=(0,2)|pos=(-326,0,896)|yaw_deg=11.610|rot=(0.000000,0.101143,0.000000,0.994872)|rule=zero_cell_in_center_200x200
SPAWN|index=755|type="Mutant"|mega_id=7|mega=(0,2)|pos=(-310,0,709)|yaw_deg=127.859|rot=(0.000000,0.898254,0.000000,0.439478)|rule=zero_cell_in_center_200x200
SPAWN|index=756|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(25,0,804)|yaw_deg=332.408|rot=(0.000000,0.238465,0.000000,-0.971151)|rule=zero_cell_in_center_200x200
SPAWN|index=757|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-13,0,819)|yaw_deg=178.693|rot=(0.000000,0.999935,0.000000,0.011409)|rule=zero_cell_in_center_200x200
SPAWN|index=758|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(47,0,841)|yaw_deg=101.468|rot=(0.000000,0.774215,0.000000,0.632923)|rule=zero_cell_in_center_200x200
SPAWN|index=759|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-93,0,778)|yaw_deg=163.873|rot=(0.000000,0.990113,0.000000,0.140269)|rule=zero_cell_in_center_200x200
SPAWN|index=760|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(37,0,762)|yaw_deg=117.736|rot=(0.000000,0.855981,0.000000,0.517008)|rule=zero_cell_in_center_200x200
SPAWN|index=761|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(17,0,784)|yaw_deg=345.634|rot=(0.000000,0.125039,0.000000,-0.992152)|rule=zero_cell_in_center_200x200
SPAWN|index=762|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(36,0,878)|yaw_deg=136.941|rot=(0.000000,0.930230,0.000000,0.366977)|rule=zero_cell_in_center_200x200
SPAWN|index=763|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-26,0,745)|yaw_deg=93.521|rot=(0.000000,0.728496,0.000000,0.685051)|rule=zero_cell_in_center_200x200
SPAWN|index=764|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-64,0,805)|yaw_deg=4.678|rot=(0.000000,0.040809,0.000000,0.999167)|rule=zero_cell_in_center_200x200
SPAWN|index=765|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(46,0,806)|yaw_deg=45.862|rot=(0.000000,0.389620,0.000000,0.920976)|rule=zero_cell_in_center_200x200
SPAWN|index=766|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-6,0,862)|yaw_deg=174.331|rot=(0.000000,0.998776,0.000000,0.049455)|rule=zero_cell_in_center_200x200
SPAWN|index=767|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-43,0,778)|yaw_deg=191.544|rot=(0.000000,0.994930,0.000000,-0.100567)|rule=zero_cell_in_center_200x200
SPAWN|index=768|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(38,0,701)|yaw_deg=210.863|rot=(0.000000,0.963949,0.000000,-0.266086)|rule=zero_cell_in_center_200x200
SPAWN|index=769|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(15,0,839)|yaw_deg=249.911|rot=(0.000000,0.819597,0.000000,-0.572940)|rule=zero_cell_in_center_200x200
SPAWN|index=770|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(5,0,762)|yaw_deg=131.617|rot=(0.000000,0.912180,0.000000,0.409789)|rule=zero_cell_in_center_200x200
SPAWN|index=771|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(19,0,810)|yaw_deg=58.268|rot=(0.000000,0.486851,0.000000,0.873485)|rule=zero_cell_in_center_200x200
SPAWN|index=772|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-66,0,843)|yaw_deg=329.413|rot=(0.000000,0.263766,0.000000,-0.964587)|rule=zero_cell_in_center_200x200
SPAWN|index=773|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-9,0,834)|yaw_deg=118.211|rot=(0.000000,0.858116,0.000000,0.513456)|rule=zero_cell_in_center_200x200
SPAWN|index=774|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-72,0,750)|yaw_deg=357.791|rot=(0.000000,0.019274,0.000000,-0.999814)|rule=zero_cell_in_center_200x200
SPAWN|index=775|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(96,0,733)|yaw_deg=213.349|rot=(0.000000,0.957950,0.000000,-0.286936)|rule=zero_cell_in_center_200x200
SPAWN|index=776|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(9,0,828)|yaw_deg=163.815|rot=(0.000000,0.990043,0.000000,0.140768)|rule=zero_cell_in_center_200x200
SPAWN|index=777|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-89,0,706)|yaw_deg=217.503|rot=(0.000000,0.946921,0.000000,-0.321467)|rule=zero_cell_in_center_200x200
SPAWN|index=778|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(69,0,807)|yaw_deg=175.390|rot=(0.000000,0.999191,0.000000,0.040218)|rule=zero_cell_in_center_200x200
SPAWN|index=779|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-14,0,705)|yaw_deg=239.566|rot=(0.000000,0.867911,0.000000,-0.496719)|rule=zero_cell_in_center_200x200
SPAWN|index=780|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-94,0,807)|yaw_deg=105.716|rot=(0.000000,0.797144,0.000000,0.603790)|rule=zero_cell_in_center_200x200
SPAWN|index=781|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(50,0,808)|yaw_deg=133.775|rot=(0.000000,0.919735,0.000000,0.392539)|rule=zero_cell_in_center_200x200
SPAWN|index=782|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-64,0,842)|yaw_deg=79.157|rot=(0.000000,0.637133,0.000000,0.770754)|rule=zero_cell_in_center_200x200
SPAWN|index=783|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(22,0,783)|yaw_deg=62.244|rot=(0.000000,0.516863,0.000000,0.856068)|rule=zero_cell_in_center_200x200
SPAWN|index=784|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-18,0,852)|yaw_deg=340.864|rot=(0.000000,0.166220,0.000000,-0.986089)|rule=zero_cell_in_center_200x200
SPAWN|index=785|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(5,0,824)|yaw_deg=27.726|rot=(0.000000,0.239599,0.000000,0.970872)|rule=zero_cell_in_center_200x200
SPAWN|index=786|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-48,0,897)|yaw_deg=12.612|rot=(0.000000,0.109840,0.000000,0.993949)|rule=zero_cell_in_center_200x200
SPAWN|index=787|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-55,0,805)|yaw_deg=171.480|rot=(0.000000,0.997237,0.000000,0.074286)|rule=zero_cell_in_center_200x200
SPAWN|index=788|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(26,0,829)|yaw_deg=339.210|rot=(0.000000,0.180430,0.000000,-0.983588)|rule=zero_cell_in_center_200x200
SPAWN|index=789|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(17,0,881)|yaw_deg=75.764|rot=(0.000000,0.614038,0.000000,0.789277)|rule=zero_cell_in_center_200x200
SPAWN|index=790|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-9,0,741)|yaw_deg=318.332|rot=(0.000000,0.355662,0.000000,-0.934615)|rule=zero_cell_in_center_200x200
SPAWN|index=791|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-66,0,733)|yaw_deg=92.596|rot=(0.000000,0.722945,0.000000,0.690905)|rule=zero_cell_in_center_200x200
SPAWN|index=792|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(53,0,897)|yaw_deg=276.836|rot=(0.000000,0.663692,0.000000,-0.748006)|rule=zero_cell_in_center_200x200
